slope,elevation,fracture_density,roughness,slope_variability,instability_index,wetness_index,timestamp,month,day_of_year,season,rainfall,temperature,temperature_variation,freeze_thaw_cycles,seismic_activity,wind_speed,precipitation_intensity,humidity,risk_score,rockfall_event,risk_category
7.039021349652886,841.8154279673556,0.7623076578384552,0.21200378173339388,9.202843945721288,0.19458947494933998,6.357663893781975,2020-01-01 00:00:00.000000000,1,1,1,173.75539579865728,20.542195204471856,13.365318833813305,15,0.16125848243213078,35.27397543340955,7.318362501451972,63.90526987168103,0.796154279098362,1,High
45.151821463762815,100.0,1.6007073964057394,0.2979357892608024,7.66290150780942,0.35011234972518585,5.03292494884505,2020-01-01 08:45:59.591918383,1,1,1,32.372779775005625,21.288442790712054,17.380238257048475,7,4.021299238968445,41.29610454734045,2.524250912932185,27.74087274863216,0.8760467573233376,1,High
19.75118540318174,952.6675529853179,6.466086263156062,0.28237602792376126,2.613820018622992,0.40511858383139066,5.405885509576934,2020-01-01 17:31:59.183836767,1,1,1,6.745837257842489,17.676487675116384,11.56769149992377,8,0.10310053762518959,5.895690135652617,0.39552100869410134,51.56441162798446,0.8416133327382276,1,High
13.6941383066393,1748.084239210444,1.20945488819341,0.17603578589224647,5.041465440613882,0.22389892211874993,6.329483316756548,2020-01-02 02:17:58.775755151,1,2,1,1.4648592395091995,16.259647798277953,10.956144266201193,12,1.6274375630409603,74.96173573802791,0.06831567476928155,53.144251482952676,0.45031361743577736,1,Medium
2.544373056935194,1522.5779417699277,1.2537173782147037,0.30668084779680793,7.684188346306828,0.16122183106848592,7.023055301355,2020-01-02 11:03:58.367673534,1,2,1,74.02348261304968,17.313914094092198,1.7002339749226092,15,0.7632246365219467,65.06839095560352,12.400327356622888,73.6618706830469,0.24256599426558312,0,Low
2.5439443787190776,1456.9117486863456,0.32831989257043215,0.11593188811328117,2.3883040115558707,0.0019332470537144972,9.125027396100036,2020-01-02 19:49:57.959591918,1,2,1,39.66747871562926,32.287185607211924,3.1910567894035413,12,0.4898310264521979,46.848196784688156,4.843260428947428,52.49954932526472,0.2624217923825388,0,Low
0.8975815291302102,1032.004018875312,3.657001288730678,0.3182014990780124,15.754394904389933,0.3101186266284414,8.270014551209053,2020-01-03 04:35:57.551510302,1,3,1,0.13871751595573872,18.86278671669945,2.550915175526523,4,0.47907803831416096,97.47009942957037,0.06266310032735335,49.25601873100766,0.028905566923353575,0,Low
30.16846296719909,432.5815582681282,1.0616569791520396,0.4637323133257499,8.39930162982867,0.25565814820113264,6.737917953860123,2020-01-03 13:21:57.143428685,1,3,1,24.105643542597118,25.778176385489274,9.043589220228695,7,0.6669206647486503,35.50008321178149,3.2540410937144464,71.83989697577533,0.34725668492436235,1,Medium
13.786232304408967,1509.1765929746805,4.050964761150743,0.1492431702608892,5.221895850510939,0.23215043863463694,6.3363509743359865,2020-01-03 22:07:56.735347069,1,3,1,122.69905278695717,31.160143831110176,5.8310630692805985,10,0.6755100230738312,46.709266039928735,7.052973432856644,69.27259855812831,0.9753992611202833,1,High
18.468750925568855,699.4309139792251,0.9179337406156001,0.0730717092883643,6.209231150633503,0.20839321448815235,6.9470052964502775,2020-01-04 06:53:56.327265453,1,4,1,147.59048355463727,24.935565131556835,7.519768047672687,7,2.5339865367958923,20.753424012774445,7.489565962213974,70.33812806394477,0.6660257491627256,0,High
0.3119896199870793,2510.458040028274,4.363434595311991,0.4291415732133414,15.686937746117149,0.24359550784264414,9.167654888510361,2020-01-04 15:39:55.919183836,1,4,1,2.7523453796666164,17.0919412061551,5.767632417640408,9,1.1379378951837293,50.01520029790433,0.6149455387040157,44.70318163924771,0.14034322549747527,0,Low
52.55336212737468,1542.3043250127096,4.368761918373894,0.3873891246857267,18.265657848896037,0.29685771069705585,2.7627664649659947,2020-01-05 00:25:55.511102220,1,5,1,6.586503011264225,17.60642053554009,6.20912235791776,10,4.258530178516251,19.22448950849033,0.48255707331743425,58.57602045976509,0.7000925823423417,0,High
26.796443150320126,851.6110184676294,1.253072245439414,0.3640653992155779,4.016793417165933,0.34159288738629634,4.029939644965016,2020-01-05 09:11:55.103020604,1,5,1,0.24411219069968995,21.883736366700635,0.7293506180517646,8,1.530222422115001,41.87639602872179,0.09824593925200893,55.49316896225002,0.08246615377589783,0,Low
3.580314378734205,833.1688515668232,1.7879267356279667,0.19580947929678813,2.851713805296418,0.2399085168802244,10.246754478542881,2020-01-05 17:57:54.694938987,1,5,1,101.50351532241753,32.57336461099932,11.099965446246914,8,0.7871558850887184,74.04794315479077,5.924003238404965,57.504986494175114,0.7207280382130173,1,High
3.0101848312449504,1144.233476031847,0.8501811776306698,0.23048680933029125,12.900103528147062,0.0,7.3146216220015425,2020-01-06 02:43:54.286857371,1,6,1,3.676203907870469,28.66423878455329,13.500770300664872,10,1.140493077801327,57.77307596365206,2.00315783994999,60.37137686532027,0.26503756433315817,0,Low
3.039171342483856,1056.2988467869502,0.4939027103346657,0.11626923098938406,3.2226145625099925,0.0,8.999424858089247,2020-01-06 11:29:53.878775755,1,6,1,5.708860784669622,24.229775506643858,10.348573303721091,8,4.205593183815363,89.1041873104137,0.285555565280793,75.8821072962933,0.31324111892667966,0,Medium
5.4413059419071566,1870.1002653179726,4.101953701954442,0.40115463778977456,11.214953110361645,0.45229098854989436,6.035115784816154,2020-01-06 20:15:53.470694138,1,6,1,12.914102624575255,20.525651672917782,11.824401919256163,6,2.697500577207714,57.2419200565686,1.8439005408640714,53.56019257113957,0.9280655949233291,1,High
11.158917462912816,1311.8497018464277,1.4053923254124832,0.1149322160891946,3.636236546593694,0.14521934264784897,6.7929325361980535,2020-01-07 05:01:53.062612522,1,7,1,124.59629232781883,23.70034388502264,12.325397414548148,5,3.8732138699678815,44.40575479215464,5.872743807419618,51.088294014195,0.8760267142137007,1,High
8.48305600170505,761.0209566548831,1.2995713769803139,0.055057301466640556,3.6134243541640028,0.09528304875679114,7.239324466840413,2020-01-07 13:47:52.654530906,1,7,1,58.27511979674984,22.74934411964234,12.125939365995848,6,1.845121118352158,42.72061591666095,7.2913839005069345,61.59749934773422,0.29897480326004566,0,Low
5.163344888309123,2334.26441109347,0.5444975985453109,0.08893791270998545,1.8617948237524335,0.018155958944500353,10.221053770813286,2020-01-07 22:33:52.246449289,1,7,1,47.97052860743588,22.71766137255914,14.23255406003591,8,1.5020101519153064,46.58428086981422,6.832041550342979,54.48412048905384,0.6360288202873383,0,High
14.19556310849698,1229.5849989121336,1.439170846881183,0.5088930426288996,26.51402067063983,0.1580029017811516,6.049361355690962,2020-01-08 07:19:51.838367673,1,8,1,76.77613676018655,17.682145269609496,15.95354552126637,10,0.4226618330588464,28.274749141017622,11.762855794004212,51.84149081740171,0.17784810645605162,0,Low
2.25351793091008,1661.303805581338,4.180589460907847,0.5608346438075655,18.341535866059854,0.2648415553387191,7.48048506372485,2020-01-08 16:05:51.430286057,1,8,1,59.09173317338643,17.588211592770442,17.89167764808269,5,0.6532984699003916,101.23976089887194,5.874413814544766,77.59231655154902,0.6722476111984942,1,High
